metro_line,direction,node,datetime
Metro_1,1,Node_8,2025-03-11 22:09:00
Metro_1,1,Node_7,2025-03-11 22:18:00
Metro_1,1,Node_6,2025-03-11 22:27:00
Metro_1,1,Node_5,2025-03-11 22:36:00
Metro_1,1,Node_4,2025-03-11 22:45:00
Metro_1,1,Node_2,2025-03-11 22:10:00
Metro_1,1,Node_8,2025-03-11 22:19:00
Metro_1,1,Node_7,2025-03-11 22:28:00
Metro_1,1,Node_6,2025-03-11 22:37:00
Metro_1,1,Node_5,2025-03-11 22:46:00
Metro_1,1,Node_4,2025-03-11 22:55:00
Metro_1,1,Node_2,2025-03-11 22:20:00
Metro_1,1,Node_8,2025-03-11 22:29:00
Metro_1,1,Node_7,2025-03-11 22:38:00
Metro_1,1,Node_6,2025-03-11 22:47:00
Metro_1,1,Node_5,2025-03-11 22:56:00
Metro_1,1,Node_4,2025-03-11 23:05:00
Metro_1,1,Node_2,2025-03-11 22:30:00
Metro_1,1,Node_8,2025-03-11 22:39:00
Metro_1,1,Node_7,2025-03-11 22:48:00
Metro_1,1,Node_6,2025-03-11 22:57:00
Metro_1,1,Node_5,2025-03-11 23:06:00
Metro_1,1,Node_4,2025-03-11 23:15:00
Metro_1,1,Node_2,2025-03-11 22:40:00
Metro_1,1,Node_8,2025-03-11 22:49:00
Metro_1,1,Node_7,2025-03-11 22:58:00
Metro_1,1,Node_6,2025-03-11 23:07:00
Metro_1,1,Node_5,2025-03-11 23:16:00
Metro_1,1,Node_4,2025-03-11 23:25:00
Metro_1,1,Node_2,2025-03-11 22:50:00
Metro_1,1,Node_8,2025-03-11 22:59:00
Metro_1,1,Node_7,2025-03-11 23:08:00
Metro_1,1,Node_6,2025-03-11 23:17:00
Metro_1,1,Node_5,2025-03-11 23:26:00
Metro_1,1,Node_4,2025-03-11 23:35:00
Metro_1,1,Node_2,2025-03-11 23:00:00
Metro_1,1,Node_8,2025-03-11 23:09:00
Metro_1,1,Node_7,2025-03-11 23:18:00
Metro_1,1,Node_6,2025-03-11 23:27:00
Metro_1,1,Node_5,2025-03-11 23:36:00
Metro_1,1,Node_4,2025-03-11 23:45:00
Metro_1,1,Node_2,2025-03-11 23:10:00
Metro_1,1,Node_8,2025-03-11 23:19:00
Metro_1,1,Node_7,2025-03-11 23:28:00
Metro_1,1,Node_6,2025-03-11 23:37:00
Metro_1,1,Node_5,2025-03-11 23:46:00
Metro_1,1,Node_4,2025-03-11 23:55:00
Metro_1,1,Node_2,2025-03-11 23:20:00
Metro_1,1,Node_8,2025-03-11 23:29:00
Metro_1,1,Node_7,2025-03-11 23:38:00
Metro_1,1,Node_6,2025-03-11 23:47:00
Metro_1,1,Node_5,2025-03-11 23:56:00
Metro_1,1,Node_4,2025-03-12 00:05:00
Metro_1,1,Node_2,2025-03-11 23:30:00
Metro_1,1,Node_8,2025-03-11 23:39:00
Metro_1,1,Node_7,2025-03-11 23:48:00
Metro_1,1,Node_6,2025-03-11 23:57:00
Metro_1,1,Node_5,2025-03-12 00:06:00
Metro_1,1,Node_4,2025-03-12 00:15:00
Metro_1,1,Node_2,2025-03-11 23:40:00
Metro_1,1,Node_8,2025-03-11 23:49:00
Metro_1,1,Node_7,2025-03-11 23:58:00
Metro_1,1,Node_6,2025-03-12 00:07:00
Metro_1,1,Node_5,2025-03-12 00:16:00
Metro_1,1,Node_4,2025-03-12 00:25:00
Metro_1,1,Node_2,2025-03-11 23:50:00
Metro_1,1,Node_8,2025-03-11 23:59:00
Metro_1,1,Node_7,2025-03-12 00:08:00
Metro_1,1,Node_6,2025-03-12 00:17:00
Metro_1,1,Node_5,2025-03-12 00:26:00
Metro_1,1,Node_4,2025-03-12 00:35:00
Metro_1,1,Node_2,2025-03-12 00:00:00
Metro_1,1,Node_8,2025-03-12 00:09:00
Metro_1,1,Node_7,2025-03-12 00:18:00
Metro_1,1,Node_6,2025-03-12 00:27:00
Metro_1,1,Node_5,2025-03-12 00:36:00
Metro_1,1,Node_4,2025-03-12 00:45:00
Metro_1,1,Node_2,2025-03-12 00:10:00
Metro_1,1,Node_8,2025-03-12 00:19:00
Metro_1,1,Node_7,2025-03-12 00:28:00
Metro_1,1,Node_6,2025-03-12 00:37:00
Metro_1,1,Node_5,2025-03-12 00:46:00
Metro_1,1,Node_4,2025-03-12 00:55:00
Metro_1,1,Node_2,2025-03-12 00:20:00
Metro_1,1,Node_8,2025-03-12 00:29:00
Metro_1,1,Node_7,2025-03-12 00:38:00
Metro_1,1,Node_6,2025-03-12 00:47:00
Metro_1,1,Node_5,2025-03-12 00:56:00
Metro_1,1,Node_4,2025-03-12 01:05:00
Metro_1,1,Node_2,2025-03-12 00:30:00
Metro_1,1,Node_8,2025-03-12 00:39:00
Metro_1,1,Node_7,2025-03-12 00:48:00
Metro_1,1,Node_6,2025-03-12 00:57:00
Metro_1,1,Node_5,2025-03-12 01:06:00
Metro_1,1,Node_4,2025-03-12 01:15:00
Metro_1,1,Node_2,2025-03-12 00:40:00
Metro_1,1,Node_8,2025-03-12 00:49:00
Metro_1,1,Node_7,2025-03-12 00:58:00
Metro_1,1,Node_6,2025-03-12 01:07:00
Metro_1,1,Node_5,2025-03-12 01:16:00
Metro_1,1,Node_4,2025-03-12 01:25:00
Metro_1,1,Node_2,2025-03-12 00:50:00
Metro_1,1,Node_8,2025-03-12 00:59:00
Metro_1,1,Node_7,2025-03-12 01:08:00
Metro_1,1,Node_6,2025-03-12 01:17:00
Metro_1,1,Node_5,2025-03-12 01:26:00
Metro_1,1,Node_4,2025-03-12 01:35:00
Metro_1,1,Node_2,2025-03-12 01:00:00
Metro_1,1,Node_8,2025-03-12 01:09:00
Metro_1,1,Node_7,2025-03-12 01:18:00
Metro_1,1,Node_6,2025-03-12 01:27:00
Metro_1,1,Node_5,2025-03-12 01:36:00
Metro_1,1,Node_4,2025-03-12 01:45:00
Metro_1,1,Node_2,2025-03-12 01:10:00
Metro_1,1,Node_8,2025-03-12 01:19:00
Metro_1,1,Node_7,2025-03-12 01:28:00
Metro_1,1,Node_6,2025-03-12 01:37:00
Metro_1,1,Node_5,2025-03-12 01:46:00
Metro_1,1,Node_4,2025-03-12 01:55:00
Metro_1,1,Node_2,2025-03-12 01:20:00
Metro_1,1,Node_8,2025-03-12 01:29:00
Metro_1,1,Node_7,2025-03-12 01:38:00
Metro_1,1,Node_6,2025-03-12 01:47:00
Metro_1,1,Node_5,2025-03-12 01:56:00
Metro_1,1,Node_4,2025-03-12 02:05:00
Metro_1,1,Node_2,2025-03-12 01:30:00
Metro_1,1,Node_8,2025-03-12 01:39:00
Metro_1,1,Node_7,2025-03-12 01:48:00
Metro_1,1,Node_6,2025-03-12 01:57:00
Metro_1,1,Node_5,2025-03-12 02:06:00
Metro_1,1,Node_4,2025-03-12 02:15:00
Metro_1,1,Node_2,2025-03-12 01:40:00
Metro_1,1,Node_8,2025-03-12 01:49:00
Metro_1,1,Node_7,2025-03-12 01:58:00
Metro_1,1,Node_6,2025-03-12 02:07:00
Metro_1,1,Node_5,2025-03-12 02:16:00
Metro_1,1,Node_4,2025-03-12 02:25:00
Metro_1,1,Node_2,2025-03-12 01:50:00
Metro_1,1,Node_8,2025-03-12 01:59:00
Metro_1,1,Node_7,2025-03-12 02:08:00
Metro_1,1,Node_6,2025-03-12 02:17:00
Metro_1,1,Node_5,2025-03-12 02:26:00
Metro_1,1,Node_4,2025-03-12 02:35:00
Metro_1,1,Node_2,2025-03-12 02:00:00
Metro_1,1,Node_8,2025-03-12 02:09:00
Metro_1,1,Node_7,2025-03-12 02:18:00
Metro_1,1,Node_6,2025-03-12 02:27:00
Metro_1,1,Node_5,2025-03-12 02:36:00
Metro_1,1,Node_4,2025-03-12 02:45:00
Metro_1,1,Node_2,2025-03-12 02:10:00
Metro_1,1,Node_8,2025-03-12 02:19:00
Metro_1,1,Node_7,2025-03-12 02:28:00
Metro_1,1,Node_6,2025-03-12 02:37:00
Metro_1,1,Node_5,2025-03-12 02:46:00
Metro_1,1,Node_4,2025-03-12 02:55:00
Metro_1,1,Node_2,2025-03-12 02:20:00
Metro_1,1,Node_8,2025-03-12 02:29:00
Metro_1,1,Node_7,2025-03-12 02:38:00
Metro_1,1,Node_6,2025-03-12 02:47:00
Metro_1,1,Node_5,2025-03-12 02:56:00
Metro_1,1,Node_4,2025-03-12 03:05:00
Metro_1,1,Node_2,2025-03-12 02:30:00
Metro_1,1,Node_8,2025-03-12 02:39:00
Metro_1,1,Node_7,2025-03-12 02:48:00
Metro_1,1,Node_6,2025-03-12 02:57:00
Metro_1,1,Node_5,2025-03-12 03:06:00
Metro_1,1,Node_4,2025-03-12 03:15:00
Metro_1,1,Node_2,2025-03-12 02:40:00
Metro_1,1,Node_8,2025-03-12 02:49:00
Metro_1,1,Node_7,2025-03-12 02:58:00
Metro_1,1,Node_6,2025-03-12 03:07:00
Metro_1,1,Node_5,2025-03-12 03:16:00
Metro_1,1,Node_4,2025-03-12 03:25:00
Metro_1,1,Node_2,2025-03-12 02:50:00
Metro_1,1,Node_8,2025-03-12 02:59:00
Metro_1,1,Node_7,2025-03-12 03:08:00
Metro_1,1,Node_6,2025-03-12 03:17:00
Metro_1,1,Node_5,2025-03-12 03:26:00
Metro_1,1,Node_4,2025-03-12 03:35:00
Metro_1,1,Node_2,2025-03-12 03:00:00
Metro_1,1,Node_8,2025-03-12 03:09:00
Metro_1,1,Node_7,2025-03-12 03:18:00
Metro_1,1,Node_6,2025-03-12 03:27:00
Metro_1,1,Node_5,2025-03-12 03:36:00
Metro_1,1,Node_4,2025-03-12 03:45:00
Metro_1,1,Node_2,2025-03-12 03:10:00
Metro_1,1,Node_8,2025-03-12 03:19:00
Metro_1,1,Node_7,2025-03-12 03:28:00
Metro_1,1,Node_6,2025-03-12 03:37:00
Metro_1,1,Node_5,2025-03-12 03:46:00
Metro_1,1,Node_4,2025-03-12 03:55:00
Metro_1,1,Node_2,2025-03-12 03:20:00
Metro_1,1,Node_8,2025-03-12 03:29:00
Metro_1,1,Node_7,2025-03-12 03:38:00
Metro_1,1,Node_6,2025-03-12 03:47:00
Metro_1,1,Node_5,2025-03-12 03:56:00
Metro_1,1,Node_4,2025-03-12 04:05:00
Metro_1,1,Node_2,2025-03-12 03:30:00
Metro_1,1,Node_8,2025-03-12 03:39:00
Metro_1,1,Node_7,2025-03-12 03:48:00
Metro_1,1,Node_6,2025-03-12 03:57:00
Metro_1,1,Node_5,2025-03-12 04:06:00
Metro_1,1,Node_4,2025-03-12 04:15:00
Metro_1,1,Node_2,2025-03-12 03:40:00
Metro_1,1,Node_8,2025-03-12 03:49:00
Metro_1,1,Node_7,2025-03-12 03:58:00
Metro_1,1,Node_6,2025-03-12 04:07:00
Metro_1,1,Node_5,2025-03-12 04:16:00
Metro_1,1,Node_4,2025-03-12 04:25:00
Metro_1,1,Node_2,2025-03-12 03:50:00
Metro_1,1,Node_8,2025-03-12 03:59:00
Metro_1,1,Node_7,2025-03-12 04:08:00
Metro_1,1,Node_6,2025-03-12 04:17:00
Metro_1,1,Node_5,2025-03-12 04:26:00
Metro_1,1,Node_4,2025-03-12 04:35:00
Metro_1,1,Node_2,2025-03-12 04:00:00
Metro_1,1,Node_8,2025-03-12 04:09:00
Metro_1,1,Node_7,2025-03-12 04:18:00
Metro_1,1,Node_6,2025-03-12 04:27:00
Metro_1,1,Node_5,2025-03-12 04:36:00
Metro_1,1,Node_4,2025-03-12 04:45:00
Metro_1,1,Node_2,2025-03-12 04:10:00
Metro_1,1,Node_8,2025-03-12 04:19:00
Metro_1,1,Node_7,2025-03-12 04:28:00
Metro_1,1,Node_6,2025-03-12 04:37:00
Metro_1,1,Node_5,2025-03-12 04:46:00
Metro_1,1,Node_4,2025-03-12 04:55:00
Metro_1,1,Node_2,2025-03-12 04:20:00
Metro_1,1,Node_8,2025-03-12 04:29:00
Metro_1,1,Node_7,2025-03-12 04:38:00
Metro_1,1,Node_6,2025-03-12 04:47:00
Metro_1,1,Node_5,2025-03-12 04:56:00
Metro_1,1,Node_4,2025-03-12 05:05:00
Metro_1,1,Node_2,2025-03-12 04:30:00
Metro_1,1,Node_8,2025-03-12 04:39:00
Metro_1,1,Node_7,2025-03-12 04:48:00
Metro_1,1,Node_6,2025-03-12 04:57:00
Metro_1,1,Node_5,2025-03-12 05:06:00
Metro_1,1,Node_4,2025-03-12 05:15:00
Metro_1,1,Node_2,2025-03-12 04:40:00
Metro_1,1,Node_8,2025-03-12 04:49:00
Metro_1,1,Node_7,2025-03-12 04:58:00
Metro_1,1,Node_6,2025-03-12 05:07:00
Metro_1,1,Node_5,2025-03-12 05:16:00
Metro_1,1,Node_4,2025-03-12 05:25:00
Metro_1,1,Node_2,2025-03-12 04:50:00
Metro_1,1,Node_8,2025-03-12 04:59:00
Metro_1,1,Node_7,2025-03-12 05:08:00
Metro_1,1,Node_6,2025-03-12 05:17:00
Metro_1,1,Node_5,2025-03-12 05:26:00
Metro_1,1,Node_4,2025-03-12 05:35:00
Metro_1,1,Node_2,2025-03-12 05:00:00
Metro_1,1,Node_8,2025-03-12 05:09:00
Metro_1,1,Node_7,2025-03-12 05:18:00
Metro_1,1,Node_6,2025-03-12 05:27:00
Metro_1,1,Node_5,2025-03-12 05:36:00
Metro_1,1,Node_4,2025-03-12 05:45:00
Metro_1,1,Node_2,2025-03-12 05:10:00
Metro_1,1,Node_8,2025-03-12 05:19:00
Metro_1,1,Node_7,2025-03-12 05:28:00
Metro_1,1,Node_6,2025-03-12 05:37:00
Metro_1,1,Node_5,2025-03-12 05:46:00
Metro_1,1,Node_4,2025-03-12 05:55:00
Metro_1,1,Node_2,2025-03-12 05:20:00
Metro_1,1,Node_8,2025-03-12 05:29:00
Metro_1,1,Node_7,2025-03-12 05:38:00
Metro_1,1,Node_6,2025-03-12 05:47:00
Metro_1,1,Node_5,2025-03-12 05:56:00
Metro_1,1,Node_4,2025-03-12 06:05:00
Metro_1,1,Node_2,2025-03-12 05:30:00
Metro_1,1,Node_8,2025-03-12 05:39:00
Metro_1,1,Node_7,2025-03-12 05:48:00
Metro_1,1,Node_6,2025-03-12 05:57:00
Metro_1,1,Node_5,2025-03-12 06:06:00
Metro_1,1,Node_4,2025-03-12 06:15:00
Metro_1,1,Node_2,2025-03-12 05:40:00
Metro_1,1,Node_8,2025-03-12 05:49:00
Metro_1,1,Node_7,2025-03-12 05:58:00
Metro_1,1,Node_6,2025-03-12 06:07:00
Metro_1,1,Node_5,2025-03-12 06:16:00
Metro_1,1,Node_4,2025-03-12 06:25:00
Metro_1,1,Node_2,2025-03-12 05:50:00
Metro_1,1,Node_8,2025-03-12 05:59:00
Metro_1,1,Node_7,2025-03-12 06:08:00
Metro_1,1,Node_6,2025-03-12 06:17:00
Metro_1,1,Node_5,2025-03-12 06:26:00
Metro_1,1,Node_4,2025-03-12 06:35:00
Metro_1,1,Node_2,2025-03-12 06:00:00
Metro_1,1,Node_8,2025-03-12 06:09:00
Metro_1,1,Node_7,2025-03-12 06:18:00
Metro_1,1,Node_6,2025-03-12 06:27:00
Metro_1,1,Node_5,2025-03-12 06:36:00
Metro_1,1,Node_4,2025-03-12 06:45:00
Metro_1,1,Node_2,2025-03-12 06:10:00
Metro_1,1,Node_8,2025-03-12 06:19:00
Metro_1,1,Node_7,2025-03-12 06:28:00
Metro_1,1,Node_6,2025-03-12 06:37:00
Metro_1,1,Node_5,2025-03-12 06:46:00
Metro_1,1,Node_4,2025-03-12 06:55:00
Metro_1,1,Node_2,2025-03-12 06:20:00
Metro_1,1,Node_8,2025-03-12 06:29:00
Metro_1,1,Node_7,2025-03-12 06:38:00
Metro_1,1,Node_6,2025-03-12 06:47:00
Metro_1,1,Node_5,2025-03-12 06:56:00
Metro_1,1,Node_4,2025-03-12 07:05:00
Metro_1,1,Node_2,2025-03-12 06:30:00
Metro_1,1,Node_8,2025-03-12 06:39:00
Metro_1,1,Node_7,2025-03-12 06:48:00
Metro_1,1,Node_6,2025-03-12 06:57:00
Metro_1,1,Node_5,2025-03-12 07:06:00
Metro_1,1,Node_4,2025-03-12 07:15:00
Metro_1,1,Node_2,2025-03-12 06:40:00
Metro_1,1,Node_8,2025-03-12 06:49:00
Metro_1,1,Node_7,2025-03-12 06:58:00
Metro_1,1,Node_6,2025-03-12 07:07:00
Metro_1,1,Node_5,2025-03-12 07:16:00
Metro_1,1,Node_4,2025-03-12 07:25:00
Metro_1,1,Node_2,2025-03-12 06:50:00
Metro_1,1,Node_8,2025-03-12 06:59:00
Metro_1,1,Node_7,2025-03-12 07:08:00
Metro_1,1,Node_6,2025-03-12 07:17:00
Metro_1,1,Node_5,2025-03-12 07:26:00
Metro_1,1,Node_4,2025-03-12 07:35:00
Metro_1,1,Node_2,2025-03-12 07:00:00
Metro_1,1,Node_8,2025-03-12 07:09:00
Metro_1,1,Node_7,2025-03-12 07:18:00
Metro_1,1,Node_6,2025-03-12 07:27:00
Metro_1,1,Node_5,2025-03-12 07:36:00
Metro_1,1,Node_4,2025-03-12 07:45:00
Metro_1,1,Node_2,2025-03-12 07:10:00
Metro_1,1,Node_8,2025-03-12 07:19:00
Metro_1,1,Node_7,2025-03-12 07:28:00
Metro_1,1,Node_6,2025-03-12 07:37:00
Metro_1,1,Node_5,2025-03-12 07:46:00
Metro_1,1,Node_4,2025-03-12 07:55:00
Metro_1,1,Node_2,2025-03-12 07:20:00
Metro_1,1,Node_8,2025-03-12 07:29:00
Metro_1,1,Node_7,2025-03-12 07:38:00
Metro_1,1,Node_6,2025-03-12 07:47:00
Metro_1,1,Node_5,2025-03-12 07:56:00
Metro_1,1,Node_4,2025-03-12 08:05:00
Metro_1,1,Node_2,2025-03-12 07:30:00
Metro_1,1,Node_8,2025-03-12 07:39:00
Metro_1,1,Node_7,2025-03-12 07:48:00
Metro_1,1,Node_6,2025-03-12 07:57:00
Metro_1,1,Node_5,2025-03-12 08:06:00
Metro_1,1,Node_4,2025-03-12 08:15:00
Metro_1,1,Node_2,2025-03-12 07:40:00
Metro_1,1,Node_8,2025-03-12 07:49:00
Metro_1,1,Node_7,2025-03-12 07:58:00
Metro_1,1,Node_6,2025-03-12 08:07:00
Metro_1,1,Node_5,2025-03-12 08:16:00
Metro_1,1,Node_4,2025-03-12 08:25:00
Metro_1,1,Node_2,2025-03-12 07:50:00
Metro_1,1,Node_8,2025-03-12 07:59:00
Metro_1,1,Node_7,2025-03-12 08:08:00
Metro_1,1,Node_6,2025-03-12 08:17:00
Metro_1,1,Node_5,2025-03-12 08:26:00
Metro_1,1,Node_4,2025-03-12 08:35:00
Metro_1,1,Node_2,2025-03-12 08:00:00
Metro_1,1,Node_8,2025-03-12 08:09:00
Metro_1,1,Node_7,2025-03-12 08:18:00
Metro_1,1,Node_6,2025-03-12 08:27:00
Metro_1,1,Node_5,2025-03-12 08:36:00
Metro_1,1,Node_4,2025-03-12 08:45:00
Metro_1,1,Node_2,2025-03-12 08:10:00
Metro_1,1,Node_8,2025-03-12 08:19:00
Metro_1,1,Node_7,2025-03-12 08:28:00
Metro_1,1,Node_6,2025-03-12 08:37:00
Metro_1,1,Node_5,2025-03-12 08:46:00
Metro_1,1,Node_4,2025-03-12 08:55:00
Metro_1,1,Node_2,2025-03-12 08:20:00
Metro_1,1,Node_8,2025-03-12 08:29:00
Metro_1,1,Node_7,2025-03-12 08:38:00
Metro_1,1,Node_6,2025-03-12 08:47:00
Metro_1,1,Node_5,2025-03-12 08:56:00
Metro_1,1,Node_4,2025-03-12 09:05:00
Metro_1,1,Node_2,2025-03-12 08:30:00
Metro_1,1,Node_8,2025-03-12 08:39:00
Metro_1,1,Node_7,2025-03-12 08:48:00
Metro_1,1,Node_6,2025-03-12 08:57:00
Metro_1,1,Node_5,2025-03-12 09:06:00
Metro_1,1,Node_4,2025-03-12 09:15:00
Metro_1,1,Node_2,2025-03-12 08:40:00
Metro_1,1,Node_8,2025-03-12 08:49:00
Metro_1,1,Node_7,2025-03-12 08:58:00
Metro_1,1,Node_6,2025-03-12 09:07:00
Metro_1,1,Node_5,2025-03-12 09:16:00
Metro_1,1,Node_4,2025-03-12 09:25:00
Metro_1,1,Node_2,2025-03-12 08:50:00
Metro_1,1,Node_8,2025-03-12 08:59:00
Metro_1,1,Node_7,2025-03-12 09:08:00
Metro_1,1,Node_6,2025-03-12 09:17:00
Metro_1,1,Node_5,2025-03-12 09:26:00
Metro_1,1,Node_4,2025-03-12 09:35:00
Metro_1,1,Node_2,2025-03-12 09:00:00
Metro_1,1,Node_8,2025-03-12 09:09:00
Metro_1,1,Node_7,2025-03-12 09:18:00
Metro_1,1,Node_6,2025-03-12 09:27:00
Metro_1,1,Node_5,2025-03-12 09:36:00
Metro_1,1,Node_4,2025-03-12 09:45:00
Metro_1,1,Node_2,2025-03-12 09:10:00
Metro_1,1,Node_8,2025-03-12 09:19:00
Metro_1,1,Node_7,2025-03-12 09:28:00
Metro_1,1,Node_6,2025-03-12 09:37:00
Metro_1,1,Node_5,2025-03-12 09:46:00
Metro_1,1,Node_4,2025-03-12 09:55:00
Metro_1,1,Node_2,2025-03-12 09:20:00
Metro_1,1,Node_8,2025-03-12 09:29:00
Metro_1,1,Node_7,2025-03-12 09:38:00
Metro_1,1,Node_6,2025-03-12 09:47:00
Metro_1,1,Node_5,2025-03-12 09:56:00
Metro_1,1,Node_4,2025-03-12 10:05:00
Metro_1,1,Node_2,2025-03-12 09:30:00
Metro_1,1,Node_8,2025-03-12 09:39:00
Metro_1,1,Node_7,2025-03-12 09:48:00
Metro_1,1,Node_6,2025-03-12 09:57:00
Metro_1,1,Node_5,2025-03-12 10:06:00
Metro_1,1,Node_4,2025-03-12 10:15:00
Metro_1,1,Node_2,2025-03-12 09:40:00
Metro_1,1,Node_8,2025-03-12 09:49:00
Metro_1,1,Node_7,2025-03-12 09:58:00
Metro_1,1,Node_6,2025-03-12 10:07:00
Metro_1,1,Node_5,2025-03-12 10:16:00
Metro_1,1,Node_4,2025-03-12 10:25:00
Metro_1,1,Node_2,2025-03-12 09:50:00
Metro_1,1,Node_8,2025-03-12 09:59:00
Metro_1,1,Node_7,2025-03-12 10:08:00
Metro_1,1,Node_6,2025-03-12 10:17:00
Metro_1,1,Node_5,2025-03-12 10:26:00
Metro_1,1,Node_4,2025-03-12 10:35:00
Metro_1,1,Node_2,2025-03-12 10:00:00
Metro_1,1,Node_8,2025-03-12 10:09:00
Metro_1,1,Node_7,2025-03-12 10:18:00
Metro_1,1,Node_6,2025-03-12 10:27:00
Metro_1,1,Node_5,2025-03-12 10:36:00
Metro_1,1,Node_4,2025-03-12 10:45:00
Metro_1,1,Node_2,2025-03-12 10:10:00
Metro_1,1,Node_8,2025-03-12 10:19:00
Metro_1,1,Node_7,2025-03-12 10:28:00
Metro_1,1,Node_6,2025-03-12 10:37:00
Metro_1,1,Node_5,2025-03-12 10:46:00
Metro_1,1,Node_4,2025-03-12 10:55:00
Metro_1,1,Node_2,2025-03-12 10:20:00
Metro_1,1,Node_8,2025-03-12 10:29:00
Metro_1,1,Node_7,2025-03-12 10:38:00
Metro_1,1,Node_6,2025-03-12 10:47:00
Metro_1,1,Node_5,2025-03-12 10:56:00
Metro_1,1,Node_4,2025-03-12 11:05:00
Metro_1,1,Node_2,2025-03-12 10:30:00
Metro_1,1,Node_8,2025-03-12 10:39:00
Metro_1,1,Node_7,2025-03-12 10:48:00
Metro_1,1,Node_6,2025-03-12 10:57:00
Metro_1,1,Node_5,2025-03-12 11:06:00
Metro_1,1,Node_4,2025-03-12 11:15:00
Metro_1,1,Node_2,2025-03-12 10:40:00
Metro_1,1,Node_8,2025-03-12 10:49:00
Metro_1,1,Node_7,2025-03-12 10:58:00
Metro_1,1,Node_6,2025-03-12 11:07:00
Metro_1,1,Node_5,2025-03-12 11:16:00
Metro_1,1,Node_4,2025-03-12 11:25:00
Metro_1,1,Node_2,2025-03-12 10:50:00
Metro_1,1,Node_8,2025-03-12 10:59:00
Metro_1,1,Node_7,2025-03-12 11:08:00
Metro_1,1,Node_6,2025-03-12 11:17:00
Metro_1,1,Node_5,2025-03-12 11:26:00
Metro_1,1,Node_4,2025-03-12 11:35:00
Metro_1,1,Node_2,2025-03-12 11:00:00
Metro_1,1,Node_8,2025-03-12 11:09:00
Metro_1,1,Node_7,2025-03-12 11:18:00
Metro_1,1,Node_6,2025-03-12 11:27:00
Metro_1,1,Node_5,2025-03-12 11:36:00
Metro_1,1,Node_4,2025-03-12 11:45:00
Metro_1,1,Node_2,2025-03-12 11:10:00
Metro_1,1,Node_8,2025-03-12 11:19:00
Metro_1,1,Node_7,2025-03-12 11:28:00
Metro_1,1,Node_6,2025-03-12 11:37:00
Metro_1,1,Node_5,2025-03-12 11:46:00
Metro_1,1,Node_4,2025-03-12 11:55:00
Metro_1,1,Node_2,2025-03-12 11:20:00
Metro_1,1,Node_8,2025-03-12 11:29:00
Metro_1,1,Node_7,2025-03-12 11:38:00
Metro_1,1,Node_6,2025-03-12 11:47:00
Metro_1,1,Node_5,2025-03-12 11:56:00
Metro_1,1,Node_4,2025-03-12 12:05:00
Metro_1,1,Node_2,2025-03-12 11:30:00
Metro_1,1,Node_8,2025-03-12 11:39:00
Metro_1,1,Node_7,2025-03-12 11:48:00
Metro_1,1,Node_6,2025-03-12 11:57:00
Metro_1,1,Node_5,2025-03-12 12:06:00
Metro_1,1,Node_4,2025-03-12 12:15:00
Metro_1,1,Node_2,2025-03-12 11:40:00
Metro_1,1,Node_8,2025-03-12 11:49:00
Metro_1,1,Node_7,2025-03-12 11:58:00
Metro_1,1,Node_6,2025-03-12 12:07:00
Metro_1,1,Node_5,2025-03-12 12:16:00
Metro_1,1,Node_4,2025-03-12 12:25:00
Metro_1,1,Node_2,2025-03-12 11:50:00
Metro_1,1,Node_8,2025-03-12 11:59:00
Metro_1,1,Node_7,2025-03-12 12:08:00
Metro_1,1,Node_6,2025-03-12 12:17:00
Metro_1,1,Node_5,2025-03-12 12:26:00
Metro_1,1,Node_4,2025-03-12 12:35:00
Metro_1,1,Node_2,2025-03-12 12:00:00
Metro_1,1,Node_8,2025-03-12 12:09:00
Metro_1,1,Node_7,2025-03-12 12:18:00
Metro_1,1,Node_6,2025-03-12 12:27:00
Metro_1,1,Node_5,2025-03-12 12:36:00
Metro_1,1,Node_4,2025-03-12 12:45:00
Metro_1,1,Node_2,2025-03-12 12:10:00
Metro_1,1,Node_8,2025-03-12 12:19:00
Metro_1,1,Node_7,2025-03-12 12:28:00
Metro_1,1,Node_6,2025-03-12 12:37:00
Metro_1,1,Node_5,2025-03-12 12:46:00
Metro_1,1,Node_4,2025-03-12 12:55:00
Metro_1,1,Node_2,2025-03-12 12:20:00
Metro_1,1,Node_8,2025-03-12 12:29:00
Metro_1,1,Node_7,2025-03-12 12:38:00
Metro_1,1,Node_6,2025-03-12 12:47:00
Metro_1,1,Node_5,2025-03-12 12:56:00
Metro_1,1,Node_4,2025-03-12 13:05:00
Metro_1,1,Node_2,2025-03-12 12:30:00
Metro_1,1,Node_8,2025-03-12 12:39:00
Metro_1,1,Node_7,2025-03-12 12:48:00
Metro_1,1,Node_6,2025-03-12 12:57:00
Metro_1,1,Node_5,2025-03-12 13:06:00
Metro_1,1,Node_4,2025-03-12 13:15:00
Metro_1,1,Node_2,2025-03-12 12:40:00
Metro_1,1,Node_8,2025-03-12 12:49:00
Metro_1,1,Node_7,2025-03-12 12:58:00
Metro_1,1,Node_6,2025-03-12 13:07:00
Metro_1,1,Node_5,2025-03-12 13:16:00
Metro_1,1,Node_4,2025-03-12 13:25:00
Metro_1,1,Node_2,2025-03-12 12:50:00
Metro_1,1,Node_8,2025-03-12 12:59:00
Metro_1,1,Node_7,2025-03-12 13:08:00
Metro_1,1,Node_6,2025-03-12 13:17:00
